SR,Drug Registration Number,Medicine Name,Strength,Unit of strength,Pharmaceutical form,Pack size,Active substance 1,Active substance 2,Active substance 3,Active substance 4,Retail Price,MAH name
2313,DRN-7196/07,BONVIVA,3,MG/3ML,SOLUTION FOR INJECTION,1,IBANDRONIC ACID,,,,51.130,"ROCHE PHARMA (SCHWEIZ) AG, SWITZERLAND."
2314,DRN-7197/07,Menogon,75,IU,Powder For Injection & Solvent,10' Ampoule Powder & 10' Ampoules Solvent,Menotrophin (FSH & LH),,,,37.810,"Ferring GmbH, Germany."
2315,DRN-7198/07,Simvast,40,mg,Film Coated Tablets,30' (10' Blister x 3 ),Simvastatin,,,,11.150,"Gulf Pharmaceutical Industries (Julphar), UAE."
2316,DRN-7199/07,PROFINAL XP,400/65,MG,FILM-COATED TABLET,20,IBUPROFEN,CAFFEINE,,,1.550,"GULF PHARMACEUTICAL INDUSTRIES (JULPHAR), UAE."
2317,DRN-7202/07,Stalevo,50/12.5/200,mg,Film Coated Tablets,30's,Levodopa,Carbidopa,Entacapone,,14.370,"Novartis Pharma AG, Switzerland."
2318,DRN-7203/07,Stalevo,100/25/200,mg,Film Coated Tablets,30's,Levodopa,Carbidopa,Entacapone,,14.370,"Novartis Pharma AG, Switzerland."
2319,DRN-7204/07,Stalevo,150/37.5/200,mg,Film Coated Tablets,30's,Levodopa,Carbidopa,Entacapone,,14.370,"Novartis Pharma AG, Switzerland."
2320,DRN-7205/07,Celebrex,200,mg,Capsules,30' ,Celecoxib,,,,9.190,"Pfizer Inc, USA."
2321,DRN-7208/07,Sutent,12.5,mg,Hard Capsule,30' s,Sunitinib Malate,,,,626.230,"Pfizer Limited, UK."
2322,DRN-7209/07,Sutent,25,mg,Hard Capsule,30' s,Sunitinib Malate,,,,1252.460,"Pfizer Limited, UK."
2323,DRN-7210/07,Sutent,50,mg,Hard Capsule,30' s,Sunitinib Malate,,,,2504.940,"Pfizer Limited, UK."
2324,DRN-7211/07,Crinone,8,%,Vaginal Gel,15' Single Use,Progesterone,,,,21.380,"Merck Serono Limited, UK."
2325,DRN-7212/07,Coversyl,5,mg,Film Coated Tablets,30's,Perindopril Arginine,,,,5.430,"Les Laboratoires Servier, France."
2326,DRN-7213/07,Coversyl,10,mg,Film Coated Tablets,30's,Perindopril Arginine,,,,9.600,"Les Laboratoires Servier, France."
2327,DRN-7221/07,Zithromax SD,2,g,Extended Release For Oral Susp,100ml ,Azithromycin,,,,3.910,"Pfizer Inc, USA."
2328,DRN-7222/07,Prof,600,mg,Film Coated Tablets,30' AL/PVC/PVDC Blister,Ibuprofen,,,,1.170,"Tabuk Pharmaceutical Manufacturing Company, KSA."
2329,DRN-7223/07,Alka-UR,0.72/1.76/0.89/0.63,g,Effervescent Granules,10' Sachets ,Citric Acid ,Sodium Bicarbonate ,Tartaric Acid ,Trisodium Citrate ,0.970,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2330,DRN-7225/07,Beclate,50,mcg,Inhaler,200m.Doses Aluminium CONTAINER,Beclomethasone Dipropionate,,,,1.220,"Cipla Ltd, India."
2331,DRN-7226/07,Tykerb,250,mg,Film Coated Tablets,70's,Lapatinib Ditosylate,,,,572.960,"Novartis Pharma AG, Switzerland."
2332,DRN-7227/07,Omol Extra,500/65,mg,Tablets,20' ,Paracetamol,Caffeine,,,0.410,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2333,DRN-7228/07,Delor,0.5,% w/w,Ointment,25g ,Clobetasol Propionate,,,,1.020,"Pharma International Company, Jordan."
2334,DRN-7229/07,Uro-Vaxom,6,mg,Capsules,30's,Lyophilized Lysate Of E.Coli,,,,10.180,"Om Pharma SA, Switzerland."
2335,DRN-7231/07,Joflam,50,mg,Film Coated Tablets,20' ,Diclofenac Potassium,,,,1.480,"Jordan River Pharmaceutical Industries LLC, Jordan."
2336,DRN-7232/07,Fusiver,2,%,Ointment,15g,Sodium Fusidate,,,,0.810,"Jordan River Pharmaceutical Industries LLC, Jordan."
2337,DRN-7240/07,Champix,0.5,mg,Film Coated Tablets,56',Varenicline,,,,19.810,"Pfizer Limited, UK."
2338,DRN-7241/07,Champix,1,mg,Film Coated Tablets,28',Varenicline,,,,19.070,"Pfizer Limited, UK."
2339,DRN-7242/07,Champix,1,mg,Film Coated Tablets,56' ,Varenicline,,,,31.070,"Pfizer Limited, UK."
2340,DRN-7243/07,Champix,,,Film Coated Tablets,25's,Varenicline,,,,19.040,"Pfizer Limited, UK."
2341,DRN-7244/07,Butalin,100,mcg,Inhaler,200metered Doses,Salbutamol Sulfate,,,,1.180,"Gulf Pharmaceutical Industries (Julphar), UAE."
2342,DRN-7248/07,Vitamin E,600,IU,Capsules,30' Amber Glass Bottle,Vit E,,,,3.460,"Healthaid Ltd, UK."
2343,DRN-7249/07,Topidic,2,%,Cream,15g White Aluminium Tube,Fusidic Acid,,,,0.810,"Pharma International Company, Jordan."
2344,DRN-725/91,Tetradox,100,mg,Capsules,10' ,Doxycycline HCl,,,,0.560,Ranbaxy Labs. Ltd. (Dewas)/ India
2345,DRN-7250/07,Topizone,,,Cream,15g ,Betamethasone Valerate,Fusidic Acid,,,0.930,"Pharma International Company, Jordan."
2346,DRN-7252/07,Azonit,1,%,Vaginal Cream,40 gm,Isoconazole Nitrate,,,,1.370,"Pharma International Company, Jordan."
2347,DRN-7253/07,Fediquin,4,%,Cream,30g ,Hydroquinone,,,,1.670,"Pharma International Company, Jordan."
2348,DRN-7254/07,Voldic,1,%,Emulgel,30g ,Diclofenac Diethylamine,,,,0.660,"Pharma International Company, Jordan."
2349,DRN-7255/07,Fastum Gel (Dispenser),2.5,%,Gel,50g,Ketoprofen,,,,2.560,"A. Menarini Farmaceutical Internazioale Srl, Italy."
2350,DRN-7257/07,Lotense,10,mg,Capsules,30' ,Amlodipine Besylate,,,,5.730,"Tabuk Pharmaceutical Manufacturing Company, KSA."
2351,DRN-7258/07,Bronkospan,,,Syrup,100ml,Bromhexine HCl,Guaifenesin,Salbutamol Sulfate,,0.660,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2352,DRN-7259/07,Betagen,8,mg,Tablets,50' ,Betahistine Dihydrochloride,,,,3.360,"Riyadh Pharma (Medical and Cosmetic Product Co. Ltd), KSA."
2353,DRN-7260/07,Betagen,16,mg,Tablets,30's,Betahistine Dihydrochloride,,,,3.150,"Riyadh Pharma (Medical and Cosmetic Product Co. Ltd), KSA."
2354,DRN-7261/07,Disprin,81,mg,Entric Coated Tablets,100' ,Acetylsalicylic Acid ,,,,0.830,"Riyadh Pharma (Medical and Cosmetic Product Co. Ltd), KSA."
2355,DRN-7262/07,Clarimac,250,mg,Film Coated Tablets,14' ,Clarithromycin,,,,2.880,"Riyadh Pharma (Medical and Cosmetic Product Co. Ltd), KSA."
2356,DRN-7263/07,Clarimac,500,mg,Film Coated Tablets,14' ,Clarithromycin,,,,4.920,"Riyadh Pharma (Medical and Cosmetic Product Co. Ltd), KSA."
2357,DRN-7265/07,Oraxine Mouthwash,0.2,%,Mouth Wash Solution,300ml,Chlorhexidine Gluconate,,,,1.020,"Riyadh Pharma (Medical and Cosmetic Product Co. Ltd), KSA."
2358,DRN-7267/07,Novirax,5,%,Cream,15g,Acyclovir,,,,9.290,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2359,DRN-7271/07,Diovan,320,mg,Film Coated Tablets,28' ,Valsartan,,,,13.070,"Novartis Pharma AG, Switzerland."
2360,DRN-7272/07,Lohist,10,mg,Tablets,10' ,Loratadine,,,,1.100,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2361,DRN-7273/07,Dompy,0.1,mg/mL,Oral Suspension,200ml,Domperidone,,,,1.110,"Jamjoom Pharmacuticals Company, KSA."
2362,DRN-7274/07,Azi-Once,200,mg/5mL,Powder For Oral Susp,15ml,Azithromycin,,,,1.210,"Jamjoom Pharmacuticals Company, KSA."
2363,DRN-7275/07,Azi-Once,200,mg/5mL,Powder For Oral Susp,22.5ml,Azithromycin,,,,1.670,"Jamjoom Pharmacuticals Company, KSA."
2364,DRN-7276/07,Azi-Once,200,mg/5mL,Powder For Oral Susp,30ml,Azithromycin,,,,2.130,"Jamjoom Pharmacuticals Company, KSA."
2365,DRN-7277/07,Megion,0.25,g,Powder for Solution for Injection or Infusion,1' Vial + 5ml AmpouleSolvent,Ceftriaxone Sodium,,,,1.610,"Sandoz GmbH, Austria."
2366,DRN-7278/07,Megion,0.5,g,Powder for Solution for Injection or Infusion,1' Vial + 5ml Ampoule Solvent,Ceftriaxone Sodium,,,,2.580,"Sandoz GmbH, Austria."
2367,DRN-7279/07,Megion,1,g,Powder for Solution for Injection or Infusion,1' Vial + 10ml Ampoule Solvent,Ceftriaxone Sodium,,,,4.150,"Sandoz GmbH, Austria."
2368,DRN-7280/07,Mucosolvan,30,mg/5mL,Syrup,100ml ,Ambroxol HCl,,,,1.480,"Boehringer Ingelheim International GmbH, Germany."
2369,DRN-7288/07,Zemplar,1,mcg,Capsules,30' HDPE Bottle,Paricalcitol,,,,64.890,"Abbvie Inc, USA."
2370,DRN-7294/07,Dexanol,5,%,Cream,30g,Dexpanthenol,,,,0.930,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2371,DRN-7295/07,Navidine,150,mg,Tablets,30' ,Ranitidine HCl,,,,1.140,"Kuwait Saudi Pharmaceutical Industries Co. (KSPICO), Kuwait."
2372,DRN-7296/07,Medacin T,1,%,Topical Solution,30ml,Clindamycin Phosphate,,,,1.470,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
2373,DRN-7297/07,Olfen SR,50,mg,Dispersible Tablets,20' Opaque PVC PUSH-OUT Foil,Diclofenac Sodium,,,,2.490,"Acino Pharma AG, Switzerland."
2374,DRN-7298/07,Lipitor,80,mg,Film Coated Tablets,30' ,Atorvastatin Hemicalcium,,,,24.610,"Pfizer Pharma GmbH, Germany."
2375,DRN-7300/07,Babyvit,,,Liquid,25ml,Folic Acid,Glycerin,Nicotinamide,Vit A,1.400,"Healthaid Ltd, UK."
2376,DRN-7301/07,Zinc Sulphate,200,mg,"Tablet,Oral Lipholisate",90' ,Zinc Sulfate,,,,3.070,"Healthaid Ltd, UK."
2377,DRN-7302/07,Dextrose 5% W/V Iv Infusion,5,%,IV Infusion,500ml,Dextrose Monohydrate,,,,0.760,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
2378,DRN-7303/07,Dextrose 5%W/V In 0.9% W/V Sodium Chlori,5/0.9,% w/v,Infusion solution,500ml,Dextrose Monohydrate ,Sodium Chloride,,,0.790,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
2379,DRN-7304/07,Dextrose 5%W/V In 0.45% Sodium Chloride,5/0.45,% w/v,IV Solution For Infusion,500ml ,Dextrose Monohydrate,Sodium Chloride ,,,'0.760,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
2380,DRN-7305/07,Dextrose 5%W/V In 0.18% Sodium Chloride,5/0.18,% w/v,IV Infusion,500ml ,Dextrose Monohydrate,Sodium Chloride,,,'0.760,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
2381,DRN-7306/07,Lidocaine,2,%,Injection,20ml Glass Bottle,Lidocaine HCl ,,,,0.350,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
2382,DRN-7307/07,Lidocaine Hydrochloride,2,%,Injection,50ml,Lidocaine HCl ,,,,0.470,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
2383,DRN-7308/07,BABYLYTE (ORS),,,ORAL SOLUTION,240ML,DEXTROSE AS MONOHYDRATE 25G/L,SODIUM CHLORIDE 2.045G/L,POTASSIUM CITRATE 2.162 G/L,SODIUM CITRATE 0.980 G/L,0.610,"PHARMACEUTICAL SOLUTIONS INDUSTRY LTD (PSI), KSA."
2384,DRN-7311/07,Dialon,1000,mg,Film Coated Tablets,30' PVC/Alum Blister,Metformin HCl ,,,,1.070,"Gulf Pharmaceutical Industries (Julphar), UAE."
2385,DRN-7312/07,Ors New,,,Powder for reconstitution ,10' Sachet,Sodium Chloride ,Potassium Chloride,Trisodium Citrate Dihydrate ,Anhydrous Dextrose,1.300,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2386,DRN-7313/07,Ors New,,,Powder for reconstitution ,50 Sachets/ Pack,Sodium Chloride ,Potassium Chloride,Trisodium Citrate Dihydrate ,Anhydrous Dextrose,6.490,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2387,DRN-7314/07,Betaten,25,mg,Tablets,28' ,Atenolol,,,,1.160,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2388,DRN-7317/07,Vancolon,1,g,Injection,1 Vial/Pack,Vancomycin,,,,9.740,"Gulf Pharmaceutical Industries (Julphar), UAE."
2389,DRN-7320/07,Aggrenox,200/25,mg,Modified Release Capsules,60' ,Acetylsalicylic Acid,Dipyridamole,,,10.380,"Boehringer Ingelheim International GmbH, Germany."
2390,DRN-7321/07,Omcet,5,mg/5mL,Syrup,100ml,Cetirizine HCl,,,,0.830,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2391,DRN-7322/07,Omcet,10,mg/mL,Drops,15ml,Cetirizine HCl,,,,1.390,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2392,DRN-7323/07,Korandil,20,mg,Tablets,10' ,Enalapril Maleate,,,,2.040,Remedica Ltd/ Cyprus
2393,DRN-7331/07,Fexodine,120,mg,Film Coated Tablets,14' s,Fexofenadine HCl,,,,1.650,"Tabuk Pharmaceutical Manufacturing Company, KSA."
2394,DRN-7332/07,Fexodine,180,mg,Film Coated Tablets,14' ,Fexofenadine HCl,,,,1.660,"Tabuk Pharmaceutical Manufacturing Company, KSA."
2395,DRN-7333/07,Olfen,140,mg,Patches,2' ,Diclofenac Sodium,,,,1.790,"Acino Pharma AG, Switzerland."
2396,DRN-7334/07,Olfen,140,mg,Patches,5' ,Diclofenac Sodium,,,,4.030,"Acino Pharma AG, Switzerland."
2397,DRN-7336/07,Exforge,5/160,mg,Film Coated Tablets,28' ,Amlodipine Besylate,Valsartan,,,11.960,"Novartis Pharma AG, Switzerland."
2398,DRN-7337/07,Exforge,10/160,mg,Film Coated Tablets,28' ,Amlodipine Besylate,Valsartan,,,13.230,"Novartis Pharma AG, Switzerland."
2399,DRN-7345/07,Emilora,10,mg,Tablets,20' ,Loratadine,,,,2.010,"Globalpharma Co. LLC, UAE."
2400,DRN-7347/07,Brimo Ophthalmic Solution,0.2,% w/v,Drops,1 Plastic BottleS,Brimonidine Tartrate,,,,3.810,"Jamjoom Pharmacuticals Company, KSA."
2401,DRN-7348/07,Optidrin,20,mg/mL,Ophthalmic Solution,1 LDPE BottleS.,Sodium Cromoglicate,,,,1.780,"Jamjoom Pharmacuticals Company, KSA."
2402,DRN-7349/07,Neoday,5,mg/5mL,Syrup,100ml,Loratadine,,,,1.260,"Neopharma LLC, UAE."
2403,DRN-7350/07,Optigent,0.3,%,Ear/Eye Drops,5ml,Gentamicin Sulfate,,,,0.410,"Egyptian International Pharmaceutical Industries Co. (EIPICO), Egypt."
2404,DRN-7351/07,Januvia,25,mg,Film Coated Tablets,28' ,Sitagliptin Phosphate,,,,4.520,"Merck Sharp & Dohme Limited, UK."
2405,DRN-7352/07,Januvia,50,mg,Tablets,28' ,Sitagliptin Phosphate,,,,7.530,"Merck Sharp & Dohme Limited, UK."
2406,DRN-7353/07,Januvia,100,mg,Film Coated Tablets,28' ,Sitagliptin Phosphate,,,,15.060,"Merck Sharp & Dohme Limited, UK."
2407,DRN-7354/07,Lyrica,75,mg,Hard Capsule,56' ,Pregabalin,,,,15.880,"Pfizer Limited, UK."
2408,DRN-7355/07,COAPROVEL,300/25,MG,FILM-COATED TABLET,28,IRBESARTAN,HYDROCHLOROTHIAZIDE,,,10.680,"SANOFI CLIR SNC, FRANCE."
2409,DRN-7357/07,Cervarix (Human HPV),20,mcg,Vaccine,1 dose (0.5ml) ,Human Papillomavirus -16 L1 Protein ,Human Papillomavirus -18 L1 Protein ,,,27.650,"GlaxoSmithKline Biologics SA, Belgium."
2410,DRN-7359/07,Lucentis,10,mg/mL,Solution For Injection,0.23 ml vial,Ranibizumab,,,,732.010,"Novartis Pharma AG, Switzerland."
2411,DRN-7360/07,Claritt XL,500,mg,Extended Release Tablets,7's,Clarithromycin,,,,3.920,"Tabuk Pharmaceutical Manufacturing Company, KSA."
2412,DRN-7362/07,Folitab,1,mg,Tablets,30' ,Folic Acid,,,,0.540,"Kuwait Saudi Pharmaceutical Industries Co. (KSPICO), Kuwait."
2413,DRN-7363/07,Folitab,5,mg,Tablets,30' ,Folic Acid,,,,0.980,"Kuwait Saudi Pharmaceutical Industries Co. (KSPICO), Kuwait."
2414,DRN-7364/07,Fusix,40,mg,Tablets,30' ,Furosemide,,,,1.790,"Kuwait Saudi Pharmaceutical Industries Co. (KSPICO), Kuwait."
2415,DRN-7365/07,Acetab,25,mg,Tablets,30' ,Captopril,,,,1.810,"Kuwait Saudi Pharmaceutical Industries Co. (KSPICO), Kuwait."
2416,DRN-7366/07,Acetab,50,mg,Tablets,30' ,Captopril,,,,2.880,"Kuwait Saudi Pharmaceutical Industries Co. (KSPICO), Kuwait."
2417,DRN-7372/07,Eloxatin,5,mg/mL ,Concentrate for Solution for Infusion,50mg (10ml),Oxaliplatin,,,,100.340,"Sanofi-Aventis France, France."
2418,DRN-7373/07,Enbrel,25,mg,Solution For Injection,4' Prefilled SyRinges,Etanercept,,,,282.250,"Pfizer Limited, UK."
2419,DRN-7374/07,Enbrel,50,mg,Solution For Injection,4' Prefilled SyRinges,Etanercept,,,,536.240,"Pfizer Limited, UK."
2420,DRN-7375/08,Topamax,15,mg,Sprinkle Capsules,60' ,Topiramate,,,,6.000,"Janssen Cilag AG, Switzerland."
2421,DRN-7378/08,Dosin,2,mg,Tablets,20' ,Doxazosin,,,,2.570,"Egyptian International Pharmaceutical Industries Co. (EIPICO), Egypt."
2422,DRN-7379/08,Dosin,4,mg,Tablets,20' ,Doxazosin,,,,2.570,"Egyptian International Pharmaceutical Industries Co. (EIPICO), Egypt."
2423,DRN-7380/08,Zenon,125,mg/5mL,Suspension,100ml,Cefuroxime Axetil,,,,3.430,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
2424,DRN-7381/08,Zenon,250,mg/5mL,Suspension,50ml,Cefuroxime Axetil,,,,4.090,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
2425,DRN-7383/08,Ciprocin,250,mg,Film Coated Tablets,10' ,Ciprofloxacin,,,,2.320,"Egyptian International Pharmaceutical Industries Co. (EIPICO), Egypt."
2426,DRN-7384/08,Ciprocin,500,mg,Tablets,10' ,Ciprofloxacin,,,,3.900,"Egyptian International Pharmaceutical Industries Co. (EIPICO), Egypt."
2427,DRN-7385/08,Colospasmin Forte,135,mg,Tablets,20' ,Mebeverine HCl,,,,1.160,"Egyptian International Pharmaceutical Industries Co. (EIPICO), Egypt."
2428,DRN-7387/08,Itrazol,100,mg,Capsules,4' ,Itraconazole,,,,2.810,"Saudi Arabian Japanese Pharmaceutical Company Limited (SAJA), KSA."
2429,DRN-7388/08,Itrazol,100,mg,Capsules,15' ,Itraconazole,,,,9.200,"Saudi Arabian Japanese Pharmaceutical Company Limited (SAJA), KSA."
2430,DRN-7389/08,Loric-300,300,mg,Tablets,28' ,Allopurinol,,,,2.350,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2431,DRN-7390/08,Loric-100,100,mg,Tablets,100' ,Allopurinol,,,,3.670,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2432,DRN-7391/08,Fluzyn-20,20,mg,Capsules,30's,Fluoxetine HCl,,,,8.350,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2433,DRN-7392/08,Lopram,20,mg,Tablets,28' ,Citalopram Hydrobromide,,,,9.420,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2434,DRN-7393/08,Cefrax,200,mg,Capsules,10' ,Cefixime,,,,3.790,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2435,DRN-7394/08,Cefrax,400,mg,Capsules,5' ,Cefixime,,,,4.180,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2436,DRN-7395/08,Hycom,10,mg,Tablets,20' ,Hyoscine Butylbromide,,,,0.760,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
2437,DRN-7397/08,Finallerg,1,mg/mL,Solution,100ml,Cetirizine Dihydrochloride,,,,0.790,"Pharma International Company, Jordan."
2438,DRN-7398/08,GARDASIL,,,SUSPENSION FOR INJECTION IN PRE-FILLED SYRINGE,1 X 0.5ML,HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN 20MCG/0.5ML + TYPE 11 L1 PROTEIN 40MCG/0.5ML + TYPE 16 L1 PROTEIN 40MCG/0.5ML + TYPE 18 L1 PROTEIN 20MCG/0.5ML,,,,58.190,"MERCK SHARP & DOHME CORP, USA."
2439,DRN-7402/08,Pmol,100,mg/mL,Drops,15ml,Paracetamol,,,,0.350,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2440,DRN-7403/08,Cipro-Sol,200,mg,Solution For Infusion,100ml,Ciprofloxacin,,,,7.600,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
2441,DRN-7404/08,Certican,0.25,mg,Tablets,60' ,Rad N Bht (Everolimus),,,,60.050,"Novartis Pharma AG, Switzerland."
2442,DRN-7405/08,Certican,0.5,mg,Tablets,60' ,Rad N Bht (Everolimus),,,,107.820,"Novartis Pharma AG, Switzerland."
2443,DRN-7406/08,Certican,0.75,mg,Tablets,60' ,Rad N Bht (Everolimus),,,,180.140,"Novartis Pharma AG, Switzerland."
2444,DRN-7407/08,Certican,1,mg,Tablets,60' ,Rad N Bht (Everolimus),,,,240.180,"Novartis Pharma AG, Switzerland."
2445,DRN-7411/08,Mircera,50,mcg/0.3mL,Prefilled Syringe Injection,1' ,Methoxy Polyethylene Glycol-Epoetin Beta,,,,46.210,"F. Hoffmann La Roche Ltd, Switzerland."
2446,DRN-7412/08,Mircera,75,mcg/0.3mL,Prefilled Syringe Injection,1' ,Methoxy Polyethylene Glycol-Epoetin Beta,,,,69.320,"F. Hoffmann La Roche Ltd, Switzerland."
2447,DRN-7413/08,Mircera,100,mcg/0.3mL,Prefilled Syringe Injection,1' ,L-Methionine,,,,201.860,"F. Hoffmann La Roche Ltd, Switzerland."
2448,DRN-7414/08,Mircera,150,mcg/0.3mL,Prefilled Syringe Injection,1' ,Methoxy Polyethylene Glycol-Epoetin Beta,,,,138.640,"F. Hoffmann La Roche Ltd, Switzerland."
2449,DRN-7415/08,Mircera,200,mcg/0.3mL,Prefilled Syringe Injection,1' ,Methoxy Polyethylene Glycol-Epoetin Beta,,,,184.870,"F. Hoffmann La Roche Ltd, Switzerland."
2450,DRN-7416/08,Azulix,1,mg,Tablets,30' ,Glimepiride,,,,1.390,"Torrent Pharmaceuticals Ltd, India."
2451,DRN-7417/08,Azulix,2,mg,Tablets,30' ,Glimepiride,,,,2.290,"Torrent Pharmaceuticals Ltd, India."
2452,DRN-7418/08,Azulix,4,mg,Tablets,30' ,Glimepiride,,,,4.640,"Torrent Pharmaceuticals Ltd, India."
2453,DRN-7419/08,Olmetec,20,mg,Tablets,28' ,Olmesartan Medoxomil,,,,9.310,"Saudi Arabian Japanese Pharmaceutical Company Limited (SAJA), KSA."
2454,DRN-7420/08,Olmetec,40,mg,Tablets,28' ,Olmesartan Medoxomil,,,,12.390,"Saudi Arabian Japanese Pharmaceutical Company Limited (SAJA), KSA."
2455,DRN-7421/08,Eloxatin,5,mg/mL ,Concentrate for Solution for Infusion,100mg (20ml),Oxaliplatin,,,,190.640,"Sanofi-Aventis France, France."
2456,DRN-7422/08,Voltfast,50,mg,Powder For Oral Solution,30' Sachets ,Diclofenac Potassium,,,,5.900,"Novartis Pharma AG, Switzerland."
2457,DRN-7423/08,Tasigna,200,mg,Capsules,28' ,Nilotinib HCl Monohydrate,,,,577.260,"Novartis Pharma AG, Switzerland."
2458,DRN-7424/08,Tasigna,200,mg,Capsules,112' ,Nilotinib HCl Monohydrate,,,,2309.040,"Novartis Pharma AG, Switzerland."
2459,DRN-7425/08,Cefim,200,mg,Capsules,12' ,Cefixime ,,,,4.550,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2460,DRN-7426/08,Cefim,400,mg,Capsules,6' ,Cefixime,,,,5.020,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
2461,DRN-7427/08,Rebif,44,mcg/12 million IU,Solution For Injection,12' Prefilled syringes,Interferon Beta-1a,,,,412.120,"Merck Serono Europe Limited, UK."
2462,DRN-7428/08,Glomox,1000,mg,Tablets,14' ,Amoxicillin,,,,4.120,"Globalpharma Co. LLC, UAE."
2463,DRN-7431/08,Treflucan,150,mg,Capsules,1 Blister x 1 Capsule,Fluconazole,,,,2.040,"Egyptian International Pharmaceutical Industries Co. (EIPICO), Egypt."
2464,DRN-7437/08,Dermamed,0.05,%,Ointment,30g,Clobetasol Propionate,,,,1.480,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
2465,DRN-7438/08,Medafen,100,mg/5mL,Suspension,100ml,Ibuprofen,,,,0.560,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
2466,DRN-7439/08,Medvirox,50,mg/1g,Cream,15g,Acyclovir,,,,9.290,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
2467,DRN-7440/08,Patanol,0.1,%,Eye Drops,5ml,Olopatadine HCl,,,,5.810,"NOVARTIS PHARMA AG, SWITZERLAND."
2468,DRN-7441/08,Claradone,10,% w/w,Ointment,30g,Povidone Iodine,,,,2.160,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
2469,DRN-7442/08,Medaclav 375,375,mg,Tablets,20' ,Amoxicillin,Clavulanic Acid,,,3.530,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
2470,DRN-7443/08,Medaclav 625,625,mg,Tablets,20' ,Amoxicillin,Clavulanic Acid,,,5.850,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
2471,DRN-7444/08,Zamur,250,mg,Film Coated Tablets,10' ,Cefuroxime Axetil,,,,3.280,"Acino Pharma AG, Switzerland."
2472,DRN-7445/08,Zamur,500,mg,Film Coated Tablets,10' ,Cefuroxime Axetil,,,,5.440,"Acino Pharma AG, Switzerland."
2473,DRN-7446/08,Neoflam,50,mg,Entric Coated Tablets,20' ,Diclofenac Sodium,,,,2.020,"Neopharma LLC, UAE."
2474,DRN-7447/08,Curcard,1,mg,Tablets,20' ,Doxazosin ,,,,2.570,"United Pharmaceutical Manufacturing Co. Ltd, Jordan."
2475,DRN-7448/08,Calvitalis,,,Syrup,300ml,Calcium Lactate Gluconate ,Dexpanthenol ,Nicotinamide,Vit A ,3.180,"Gulf Pharmaceutical Industries (Julphar), UAE."
2476,DRN-7449/08,Avamys,27.5,mcg,Nasal Spray,120 Spray,Fluticasone Furoate,,,,5.130,"GlaxoSmithKline LLC, USA."
2477,DRN-7451/08,Cetrotide,0.25,mg,Powder & Solvent for Solution for Injection,1' ,Cetrorelix Acetate,,,,16.290,"Merck Serono Europe Limited, UK."
2478,DRN-7453/08,Pataday,0.2,%,Ophthalmic Solution,2.5ml (LDPE),Olopatadine HCl,,,,5.580,"NOVARTIS PHARMA AG, SWITZERLAND."
2479,DRN-7454/08,Ovitrelle,250,mcg/0.5mL,Solution For Injection,1 Pre-Filled Syringe with 0.5ml solution for inj,Choriogonadotropin Alfa,,,,16.410,"Merck Serono Europe Limited, UK."
